http://brapi.biodata.pt/raiz/Investigation_TRACE-RICE		http://brapi.biodata.pt/raiz/Study_TRACE-RICE:genomic_data_ITQB	HasPart
http://brapi.biodata.pt/raiz/Investigation_TRACE-RICE		http://brapi.biodata.pt/raiz/Study_TRACE-RICE:physico-chemical_data_INIAV	HasPart
http://brapi.biodata.pt/raiz/Study_TRACE-RICE:genomic_data_ITQB		http://brapi.biodata.pt/raiz/Observed_variableDNAEx	HasPart
http://brapi.biodata.pt/raiz/Study_TRACE-RICE:genomic_data_ITQB		http://brapi.biodata.pt/raiz/Observed_variableWGS	HasPart
http://brapi.biodata.pt/raiz/Study_TRACE-RICE:physico-chemical_data_INIAV		http://brapi.biodata.pt/raiz/Observed_variableAMYL	HasPart
http://brapi.biodata.pt/raiz/Study_TRACE-RICE:physico-chemical_data_INIAV		http://brapi.biodata.pt/raiz/Observed_variablePRTD	HasPart
http://brapi.biodata.pt/raiz/Study_TRACE-RICE:physico-chemical_data_INIAV		http://brapi.biodata.pt/raiz/Observed_variableFAT	HasPart
http://brapi.biodata.pt/raiz/Study_TRACE-RICE:physico-chemical_data_INIAV		http://brapi.biodata.pt/raiz/Observed_variableFIBER	HasPart
http://brapi.biodata.pt/raiz/Study_TRACE-RICE:physico-chemical_data_INIAV		http://brapi.biodata.pt/raiz/Observed_variableTg	HasPart
http://brapi.biodata.pt/raiz/Study_TRACE-RICE:physico-chemical_data_INIAV		http://brapi.biodata.pt/raiz/Observed_variableVPEAK	HasPart
http://brapi.biodata.pt/raiz/Study_TRACE-RICE:physico-chemical_data_INIAV		http://brapi.biodata.pt/raiz/Observed_variableSB	HasPart
http://brapi.biodata.pt/raiz/Study_TRACE-RICE:physico-chemical_data_INIAV		http://brapi.biodata.pt/raiz/Observed_variableeGI	HasPart
http://brapi.biodata.pt/raiz/Study_TRACE-RICE:physico-chemical_data_INIAV		http://brapi.biodata.pt/raiz/Observed_variableRDS	HasPart
http://brapi.biodata.pt/raiz/Study_TRACE-RICE:physico-chemical_data_INIAV		http://brapi.biodata.pt/raiz/Observed_variableSDS	HasPart
http://brapi.biodata.pt/raiz/Study_TRACE-RICE:physico-chemical_data_INIAV		http://brapi.biodata.pt/raiz/Observed_variableRS	HasPart
http://brapi.biodata.pt/raiz/Study_TRACE-RICE:physico-chemical_data_INIAV		http://brapi.biodata.pt/raiz/Observed_variableTS	HasPart
http://brapi.biodata.pt/raiz/Study_TRACE-RICE:physico-chemical_data_INIAV		http://brapi.biodata.pt/raiz/Observed_variablekRVA	HasPart
http://brapi.biodata.pt/raiz/Study_TRACE-RICE:physico-chemical_data_INIAV		http://brapi.biodata.pt/raiz/Observed_variableWUp	HasPart
http://brapi.biodata.pt/raiz/Study_TRACE-RICE:physico-chemical_data_INIAV		http://brapi.biodata.pt/raiz/Observed_variableVER	HasPart
http://brapi.biodata.pt/raiz/Study_TRACE-RICE:physico-chemical_data_INIAV		http://brapi.biodata.pt/raiz/Observed_variableSL	HasPart
