http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_Albatros_ITQB		'http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_Albatros_ITQB'	'ObsUnit'	'Entity|InformationContentEntity|NamedThing|ObservationUnit'
http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_Arborio_ITQB		'http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_Arborio_ITQB'	'ObsUnit'	'Entity|InformationContentEntity|NamedThing|ObservationUnit'
http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_Arelate_ITQB		'http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_Arelate_ITQB'	'ObsUnit'	'Entity|InformationContentEntity|NamedThing|ObservationUnit'
http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_Ariete_ITQB		'http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_Ariete_ITQB'	'ObsUnit'	'Entity|InformationContentEntity|NamedThing|ObservationUnit'
http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_BasmatiTypeIII_ITQB		'http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_BasmatiTypeIII_ITQB'	'ObsUnit'	'Entity|InformationContentEntity|NamedThing|ObservationUnit'
http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_Caravela_ITQB		'http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_Caravela_ITQB'	'ObsUnit'	'Entity|InformationContentEntity|NamedThing|ObservationUnit'
http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_Carnaroli_ITQB		'http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_Carnaroli_ITQB'	'ObsUnit'	'Entity|InformationContentEntity|NamedThing|ObservationUnit'
http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_C28_ITQB		'http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_C28_ITQB'	'ObsUnit'	'Entity|InformationContentEntity|NamedThing|ObservationUnit'
http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_Elettra_ITQB		'http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_Elettra_ITQB'	'ObsUnit'	'Entity|InformationContentEntity|NamedThing|ObservationUnit'
http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_Gageron_ITQB		'http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_Gageron_ITQB'	'ObsUnit'	'Entity|InformationContentEntity|NamedThing|ObservationUnit'
http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_Giza177_ITQB		'http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_Giza177_ITQB'	'ObsUnit'	'Entity|InformationContentEntity|NamedThing|ObservationUnit'
http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_Giza181_ITQB		'http://brapi.biodata.pt/raiz/observation_unit_TRACE_RICE:pool_rice_seedlings_Giza181_ITQB'	'ObsUnit'	'Entity|InformationContentEntity|NamedThing|ObservationUnit'
